checkpoint_task,evaluation_scope,first_seen_task,nise_mean,nise_median,regime_id,sequence_count,variant
5,ood_unseen,9,0.8132668845865354,0.8186150336385969,E_1,64,frozen/full
5,ood_unseen,6,0.2242179720762345,0.19882393088318095,X_transient,64,frozen/full
6,seen_law,0,0.4933060888461062,0.49061415535630615,A_1,64,frozen/full
6,seen_law,5,0.5107153749749307,0.5104561596552102,A_2,64,frozen/full
6,ood_unseen,7,0.5053694542938791,0.5007206364848682,A_merge,64,frozen/full
6,seen_law,1,0.65600703926436,0.6551791031452258,B_1,64,frozen/full
6,seen_law,4,0.6576781182120858,0.6544027819210944,B_prime_1,64,frozen/full
6,seen_law,2,0.09243976736399082,0.09070617329341407,C_1,64,frozen/full
6,ood_unseen,9,0.7374467992871222,0.7363392467748877,E_1,64,frozen/full
6,ood_unseen,6,0.544438826628404,0.5446717132482208,X_transient,64,frozen/full
7,seen_law,0,0.1425111973468791,0.13575569119086323,A_1,64,frozen/full
7,seen_law,5,0.13794163069789894,0.13641602015626064,A_2,64,frozen/full
7,seen_law,7,0.1387879792837769,0.13868832137318282,A_merge,64,frozen/full
7,seen_law,1,0.5763989817846414,0.575371679566181,B_1,64,frozen/full
7,seen_law,4,0.5971123841929525,0.5952892449745906,B_prime_1,64,frozen/full
7,seen_law,2,0.38847148561970396,0.3879077502583813,C_1,64,frozen/full
7,ood_unseen,9,0.6349396973781474,0.6338502617789962,E_1,64,frozen/full
7,ood_unseen,6,0.24335882557289193,0.2290049086555384,X_transient,64,frozen/full
8,seen_law,0,0.11933066962917638,0.11464174794684175,A_1,64,frozen/full
8,seen_law,5,0.1182078019421557,0.11638238248347325,A_2,64,frozen/full
8,seen_law,7,0.11698917120906338,0.11663805691883636,A_merge,64,frozen/full
8,seen_law,1,0.5785055742746001,0.5760919514136781,B_1,64,frozen/full
8,seen_law,4,0.6013925080634539,0.5951471895653924,B_prime_1,64,frozen/full
8,seen_law,2,0.3947232904067456,0.39037960764096635,C_1,64,frozen/full
8,ood_unseen,9,0.6551076348460214,0.6539093106629776,E_1,64,frozen/full
8,ood_unseen,6,0.23855474567199286,0.22180253900189986,X_transient,64,frozen/full
9,seen_law,0,0.2298444684547408,0.2268961162470639,A_1,64,frozen/full
9,seen_law,5,0.23759435677292665,0.23956941031427126,A_2,64,frozen/full
9,seen_law,7,0.22391595113113705,0.22040478312922507,A_merge,64,frozen/full
9,seen_law,1,0.36898247152380004,0.35267270854205457,B_1,64,frozen/full
9,seen_law,4,0.388440884522012,0.3863707531284299,B_prime_1,64,frozen/full
9,seen_law,2,0.4002151486595015,0.401244334930786,C_1,64,frozen/full
9,seen_law,9,0.4585909628220093,0.46131926712632026,E_1,64,frozen/full
9,ood_unseen,6,0.25641133019846285,0.24890266902882932,X_transient,64,frozen/full
